OSEBX,Siste,Høy,Lav,Offisielt omsatt (NOK)
20.01.16,518.0507,543.6855,517.9583,"4,294,069,257.00"
19.01.16,543.6822,544.957,528.5738,"3,699,242,753.00"
18.01.16,528.4695,537.2476,527.5509,"2,794,325,117.00"
15.01.16,535.6449,545.3284,527.4239,"4,446,011,599.00"
14.01.16,542.1663,556.7671,536.1523,"4,577,068,252.00"
13.01.16,556.81,563.4901,554.5814,"3,906,812,668.00"
12.01.16,554.507,560.7625,544.5805,"4,686,388,962.00"
11.01.16,554.7739,563.6842,553.0488,"3,719,797,502.00"
08.01.16,563.7501,573.3251,562.6124,"4,316,046,028.00"
07.01.16,565.3807,581.7673,556.2448,"5,018,295,689.00"
06.01.16,581.7465,591.3838,579.101,"3,512,587,326.00"
05.01.16,590.2676,603.7563,590.254,"3,383,265,280.00"
04.01.16,600.6138,610.2589,596.6618,"2,774,524,008.00"
30.12.15,610.2589,612.1339,607.8967,"2,078,666,714.00"
29.12.15,609.4765,609.8242,601.6495,"1,821,988,922.00"
28.12.15,602.1565,608.9463,601.3734,"1,302,489,578.00"
23.12.15,605.2559,605.4729,590.0815,"2,750,398,881.00"
22.12.15,589.8975,592.5105,585.825,"2,485,238,199.00"
21.12.15,591.1381,594.5507,584.1614,"3,037,610,421.00"
18.12.15,590.1446,600.8823,588.2735,"4,282,199,115.00"
17.12.15,600.8501,609.0157,600.1054,"4,633,365,416.00"
16.12.15,603.8061,604.9725,596.3339,"3,607,500,307.00"
15.12.15,601.9413,602.0097,585.4712,"3,781,012,521.00"
14.12.15,585.424,597.5447,584.7237,"3,818,157,128.00"
11.12.15,594.808,605.4296,594.6526,"3,384,826,737.00"
10.12.15,604.3482,610.938,602.332,"3,563,617,041.00"
09.12.15,610.9496,611.4035,601.3112,"3,902,373,291.00"
08.12.15,607.1716,617.0306,604.5593,"4,425,497,554.00"
07.12.15,616.9962,621.5725,614.7254,"3,731,573,673.00"
04.12.15,614.6331,625.8664,613.6103,"4,644,367,334.00"
03.12.15,623.5638,635.8472,623.5638,"3,817,086,779.00"
02.12.15,632.5938,634.2451,630.0395,"3,208,692,849.00"
01.12.15,632.4639,633.388,628.4024,"3,800,695,460.00"
30.11.15,628.7585,629.8893,623.5401,"9,010,013,842.00"
27.11.15,625.4202,628.4797,623.3477,"2,514,817,922.00"
26.11.15,628.2839,629.4067,624.6057,"2,204,767,812.00"
25.11.15,624.4948,627.9154,622.4249,"3,089,611,918.00"
24.11.15,624.8458,625.8257,618.8161,"3,599,700,447.00"
23.11.15,624.9563,630.325,620.9689,"3,472,955,256.00"
20.11.15,625.8065,629.2475,625.0447,"2,953,600,414.00"
19.11.15,628.1519,633.9757,627.1679,"3,851,003,705.00"
18.11.15,627.1215,628.2243,619.3908,"3,167,459,261.00"
17.11.15,622.0574,623.2087,613.1886,"3,366,046,137.00"
16.11.15,613.1101,615.6691,605.3075,"2,873,591,620.00"
13.11.15,608.8693,616.4131,608.0449,"3,618,661,963.00"
12.11.15,611.50,623.5048,611.4353,"4,504,927,642.00"
11.11.15,623.5245,627.6863,623.4884,"2,909,541,755.00"
10.11.15,624.0365,628.5195,621.701,"3,695,776,738.00"
09.11.15,628.5195,632.7701,626.8125,"3,161,243,808.00"
06.11.15,626.8911,631.4508,626.2819,"3,239,640,565.00"
05.11.15,628.6329,634.2352,627.8729,"3,386,137,408.00"
04.11.15,633.7657,635.6374,623.9777,"4,556,422,396.00"
03.11.15,623.6079,623.6207,617.3534,"3,564,399,934.00"
02.11.15,617.9233,618.4306,614.0622,"2,870,472,509.00"
30.10.15,615.2412,620.3521,613.1348,"3,856,174,631.00"
29.10.15,615.4866,622.8491,613.7993,"3,756,369,362.00"
28.10.15,622.7587,624.124,612.4822,"4,088,450,801.00"
27.10.15,616.0536,623.6298,614.8091,"3,430,681,867.00"
26.10.15,623.5302,628.6078,621.3173,"3,233,952,062.00"
23.10.15,623.8208,627.7159,615.6197,"4,766,104,762.00"
22.10.15,615.625,615.625,608.0741,"4,568,531,776.00"
21.10.15,614.7115,616.6249,608.9529,"3,116,675,973.00"
20.10.15,613.3334,613.8904,608.4115,"2,718,569,301.00"
19.10.15,613.8558,618.5479,610.8377,"2,461,672,510.00"
16.10.15,614.0159,619.9324,614.0159,"3,256,290,439.00"
15.10.15,615.092,615.092,606.9933,"3,570,931,285.00"
14.10.15,607.9983,611.1773,605.2909,"3,122,374,810.00"
13.10.15,609.8897,612.9754,606.3976,"3,656,890,444.00"
12.10.15,612.8608,622.0182,611.7424,"2,949,862,589.00"
09.10.15,618.8144,624.4053,614.7066,"4,103,121,608.00"
08.10.15,614.6588,622.9353,611.3234,"4,224,357,794.00"
07.10.15,622.9821,623.1291,612.3845,"5,766,182,896.00"
06.10.15,613.0131,614.7606,599.3581,"4,326,931,494.00"
05.10.15,601.3017,601.3017,581.9228,"3,858,251,996.00"
02.10.15,581.4813,590.2682,579.9609,"3,215,940,527.00"
01.10.15,586.1101,590.2828,581.7863,"3,382,156,819.00"
30.09.15,581.7863,581.8767,571.335,"3,208,681,459.00"
29.09.15,571.2915,574.229,562.5778,"3,005,299,087.00"
28.09.15,570.5308,581.2226,570.4927,"2,596,431,919.00"
25.09.15,579.936,581.6633,566.691,"3,356,908,957.00"
24.09.15,566.6657,578.7671,566.2401,"3,763,410,202.00"
23.09.15,575.4339,580.6901,575.4339,"2,542,929,635.00"
22.09.15,579.2905,587.6763,576.1422,"2,937,334,183.00"
21.09.15,587.1248,590.3449,582.8349,"2,344,563,223.00"
18.09.15,584.3257,592.5551,582.2912,"4,383,318,157.00"
17.09.15,592.5382,593.3252,588.1092,"3,121,767,529.00"
16.09.15,587.7258,588.0513,578.7065,"3,227,218,471.00"
15.09.15,578.6615,578.6615,571.0056,"2,935,305,695.00"
14.09.15,574.8937,582.2332,572.7842,"2,605,968,663.00"
11.09.15,579.0101,586.4981,577.9096,"2,990,748,585.00"
10.09.15,585.2252,597.2366,584.1619,"3,563,762,981.00"
09.09.15,597.2191,600.3683,590.2804,"3,407,748,119.00"
08.09.15,590.2551,592.5004,580.1683,"2,882,471,326.00"
07.09.15,580.1692,587.9457,579.7712,"2,023,992,606.00"
04.09.15,582.234,596.9451,582.2089,"3,470,499,812.00"
03.09.15,597.1282,597.1857,582.2966,"3,640,642,141.00"
02.09.15,582.2122,588.1368,577.7789,"3,577,456,436.00"
01.09.15,582.5927,595.4388,581.7137,"4,084,023,345.00"
31.08.15,594.1029,594.146,587.6476,"3,078,301,746.00"
28.08.15,593.3994,596.781,585.3102,"4,491,811,865.00"
27.08.15,586.1671,588.6566,576.0176,"4,467,154,243.00"
26.08.15,575.3772,583.2651,559.3657,"5,060,501,625.00"
25.08.15,570.9914,576.9827,555.1801,"5,188,829,634.00"
24.08.15,555.2453,585.6099,540.7623,"6,123,512,142.00"
21.08.15,585.6362,595.5679,583.5994,"3,442,735,019.00"
20.08.15,595.5851,606.4149,595.5851,"3,743,601,116.00"
19.08.15,606.4302,612.7525,606.1037,"2,806,784,445.00"
18.08.15,612.6949,614.43,610.7298,"2,622,041,102.00"
17.08.15,612.6016,617.1384,611.2236,"2,498,075,633.00"
14.08.15,612.6633,621.0752,611.8302,"3,417,480,630.00"
13.08.15,620.983,625.6356,617.9782,"3,064,207,126.00"
12.08.15,617.5916,624.8406,615.0085,"4,150,239,271.00"
11.08.15,624.8406,638.0261,624.6047,"3,961,597,237.00"
10.08.15,635.1552,636.2183,629.9541,"3,166,131,203.00"
07.08.15,636.2037,639.9165,635.5197,"2,674,578,783.00"
06.08.15,635.4771,644.1793,635.3335,"2,968,656,344.00"
05.08.15,644.0606,644.7896,638.6879,"3,080,408,730.00"
04.08.15,638.6817,640.0174,636.1217,"3,415,757,912.00"
03.08.15,639.7341,643.1789,637.6748,"3,271,879,723.00"
31.07.15,638.9326,642.3278,635.9526,"3,367,166,108.00"
30.07.15,641.778,644.4558,638.5198,"3,247,110,975.00"
29.07.15,638.4224,638.4224,628.6195,"3,590,135,911.00"
28.07.15,628.5236,632.9814,626.6758,"3,287,547,110.00"
27.07.15,626.6556,641.6451,626.6533,"3,099,394,787.00"
24.07.15,641.8093,646.1785,641.799,"2,524,071,228.00"
23.07.15,645.5915,648.1719,643.8662,"2,684,499,095.00"
22.07.15,644.566,650.9305,643.6679,"3,393,199,381.00"
21.07.15,650.9141,652.2434,648.2424,"2,965,038,633.00"
20.07.15,648.5554,655.4871,647.616,"2,841,586,468.00"
17.07.15,649.0475,654.5111,648.1815,"2,949,471,950.00"
16.07.15,649.6642,651.4265,646.6434,"3,330,030,226.00"
15.07.15,646.4237,648.8973,643.6777,"3,300,590,270.00"
14.07.15,644.0439,644.0751,636.4373,"3,359,040,150.00"
13.07.15,639.1995,642.537,634.8541,"2,877,922,531.00"
10.07.15,634.8738,638.6422,627.3333,"3,195,160,544.00"
09.07.15,626.5784,628.3497,617.9814,"3,021,990,261.00"
08.07.15,618.0957,619.7285,613.5229,"3,457,107,802.00"
07.07.15,615.7631,620.8124,615.4423,"3,121,794,067.00"
06.07.15,620.3285,627.5923,619.3996,"2,421,304,121.00"
03.07.15,627.8035,632.4591,626.2748,"1,999,479,576.00"
02.07.15,632.5171,633.1793,629.0849,"2,700,604,933.00"
01.07.15,629.8162,636.1653,629.8162,"3,800,522,700.00"
30.06.15,629.1064,631.2214,624.6708,"4,045,459,316.00"
29.06.15,631.3866,642.4375,624.1548,"3,442,488,419.00"
26.06.15,642.598,644.4344,637.7239,"3,290,479,251.00"
25.06.15,643.552,648.0065,641.8724,"3,034,751,018.00"
24.06.15,646.5938,647.3958,643.4571,"3,286,823,499.00"
23.06.15,643.8215,644.5765,639.3817,"3,180,217,899.00"
22.06.15,639.8058,640.0083,632.1955,"3,155,229,071.00"
19.06.15,632.2343,632.2343,627.2013,"4,393,110,968.00"
18.06.15,628.6202,631.5758,625.0706,"3,575,190,421.00"
17.06.15,631.6108,632.477,628.6457,"2,782,035,072.00"
16.06.15,628.6238,628.9455,620.9045,"3,155,517,703.00"
15.06.15,627.3732,636.3043,627.1112,"2,859,165,447.00"
12.06.15,636.5499,645.9617,636.5499,"3,301,144,138.00"
11.06.15,645.979,649.212,643.4824,"3,314,431,959.00"
10.06.15,643.6765,644.2776,641.2316,"3,744,414,929.00"
09.06.15,643.5253,651.6977,640.271,"3,473,033,785.00"
08.06.15,651.6977,651.6977,647.0784,"3,114,848,123.00"
05.06.15,650.0559,651.3061,643.1396,"3,871,582,587.00"
04.06.15,649.2791,654.9629,647.4329,"3,266,150,982.00"
03.06.15,655.3432,656.5859,649.5362,"3,715,453,299.00"
02.06.15,650.5778,650.5778,641.3947,"4,058,081,606.00"
01.06.15,645.1383,660.4652,639.2311,"3,229,852,101.00"
29.05.15,645.68,647.2752,642.1325,"4,996,591,539.00"
28.05.15,645.4146,647.6147,640.6871,"3,644,527,009.00"
27.05.15,646.4485,646.9456,640.9045,"3,133,053,822.00"
26.05.15,643.2861,652.484,643.0501,"3,243,263,173.00"
