0.177287	1.549614	0.008059
1.134082	0.371999	0.695726
0.463073	1.369917	0.751286
1.261596	0.073605	1.266931
1.122651	1.083115	0.388189
0.834969	0.777986	1.188096
0.911322	1.212747	0.526148
0.010454	0.044011	1.602424
1.488773	0.962787	0.916576
0.004128	1.333679	0.924162
0.006817	1.729471	1.035280
0.777840	1.451054	0.759030
0.426822	0.267700	1.506482
1.579003	0.116011	0.717888
0.267418	0.121115	1.300363
1.060430	0.431969	0.987372
0.407436	0.373548	1.838187
0.451383	1.465282	0.041741
1.658488	0.095255	0.699593
1.333017	1.397881	0.659939
0.014065	1.263609	1.149081
0.951065	0.432826	0.910358
0.670560	0.535207	0.949804
0.225147	1.339861	1.146884
0.918933	1.908694	0.190307
0.103137	0.189720	1.573403
1.036122	0.837449	0.852735
0.724226	1.374624	0.026895
0.843208	1.258239	0.668905
0.938678	1.304867	0.837235
0.216467	1.679424	0.954598
0.008566	1.225126	0.748127
0.760228	0.969440	0.544104
0.794671	0.692789	1.831897
0.523720	0.815056	1.288205
0.207357	0.085073	1.443008
1.623562	0.624303	0.730801
1.002783	0.192074	1.188533
1.117056	0.927429	0.162369
0.721105	1.144288	1.040814
1.183998	1.061940	0.456020
1.699707	1.111255	0.287940
0.861426	0.943056	1.100055
0.314918	1.814477	0.743792
0.114952	0.010881	1.931034
0.810737	1.499049	0.754673
0.809339	1.709537	0.088808
0.899450	0.084379	1.082522
1.129216	0.913736	0.184468
0.611957	1.499750	0.515898
1.615989	0.420558	0.513395
0.037179	2.083913	0.756179
0.285385	1.015389	0.717161
0.392156	0.117649	1.440141
1.533620	0.382043	0.383949
0.515022	1.011486	1.057646
0.721180	1.100831	0.734333
0.570095	1.360690	1.629128
1.624737	0.827907	0.483917
0.723761	1.160480	0.605194
0.534448	1.162801	0.114378
1.460951	0.240164	0.461682
0.214703	1.376108	0.067006
0.038813	1.486885	1.068996
0.073233	1.417444	1.078185
0.193218	1.446632	0.672229
0.380727	0.379622	1.440149
0.429388	1.389397	0.025327
0.005986	1.777327	0.198437
0.102342	0.488904	1.328833
0.750929	0.226956	1.404397
1.205129	0.941911	0.393006
1.335223	0.477699	0.129067
0.343738	0.511762	1.596733
1.334253	0.588610	0.884166
0.041486	1.494763	0.758455
0.324155	0.163033	1.675936
0.209344	1.921150	0.426039
0.467104	0.121047	1.238436
0.205454	0.143513	1.836281
0.823733	1.201277	0.021852
1.068770	1.766904	0.068452
0.602029	1.440906	0.329624
0.283096	0.529507	1.395719
0.720735	0.308346	1.098457
0.219814	1.356905	0.761298
0.245342	0.894474	1.658676
0.057806	0.269443	1.634084
0.145904	1.158113	1.445876
0.925804	0.759281	1.043993
0.096078	0.700964	1.754203
0.047474	1.845177	0.039947
0.556906	1.600186	0.067856
0.985926	0.977412	0.465937
1.069272	1.276522	0.074413
1.724680	0.873426	0.128992
0.389425	0.138778	1.687806
0.225813	2.164739	0.225620
0.163137	0.196158	1.584358
0.315108	1.204243	0.3882021.111711	0.465561	0.297178
0.337763	0.534771	0.925659
0.996720	1.017322	0.131859
1.521790	0.328986	0.265478
0.826119	1.562860	0.068609
1.144180	0.372532	0.276374
1.072082	0.783075	0.018907
0.736795	0.822419	0.077323
1.211741	0.464964	0.026197
1.318791	1.326989	0.176646
0.286956	1.571991	0.200620
0.398666	1.413274	0.048540
0.536527	0.039507	1.396122
1.175057	1.185266	0.009321
1.336209	0.274183	0.196269
1.196003	0.988846	0.145923
1.051312	0.367699	0.602407
1.144089	0.557917	0.039247
0.383201	1.109555	0.018223
1.013268	0.701797	0.647288
1.047188	0.724404	0.350629
0.082082	0.017345	1.103763
0.627504	0.470465	1.017037
0.212518	0.006144	1.142261
0.675653	0.700676	1.064588
0.008627	0.080710	1.470451
0.443688	1.285326	0.291085
1.349119	0.007450	0.615614
0.747620	0.783799	0.715213
1.267500	0.154986	0.454154
0.737449	0.530094	0.983125
0.512481	0.995501	0.324760
1.028571	0.409989	0.190767
0.641805	0.172124	1.203466
1.181436	0.510702	0.573605
