1.272380	0.028596	0.541219
1.222497	0.652036	0.002775
0.009849	0.002619	1.540509
0.795130	0.639337	0.762409
0.000315	0.002526	1.883678
0.984267	0.013943	1.291089
0.386858	0.999384	0.606288
0.428022	1.391144	0.000682
0.912363	1.128520	0.002296
0.458710	0.997821	0.259810
0.000984	1.225259	0.612721
0.000621	0.000428	1.821595
0.012575	0.005195	1.372124
0.952533	0.271748	0.723663
0.000795	1.316022	0.700090
1.234987	0.115577	0.269538
0.988753	0.044593	0.858640
1.254720	0.121568	0.006030
0.033666	0.230409	1.187627
1.264955	0.024952	0.679888
0.084354	1.175218	0.089981
0.918119	0.181769	0.916119
0.003517	0.009176	1.385031
0.009793	0.002961	1.490086
0.007946	0.411520	1.253035
0.000793	0.002395	1.741531
0.161974	0.628099	1.047722
0.291195	0.154496	1.159178
0.107195	1.473715	0.035387
0.349854	0.827363	0.880830
1.322877	0.395092	0.006072
0.042995	1.676351	0.007958
0.434433	1.427765	0.006948
0.220692	1.022885	0.725396
0.776591	0.636151	0.811561
1.067087	0.751344	0.023455
0.893875	0.367629	0.689147
0.000463	1.139775	0.835996
1.364243	0.098747	0.038038
1.019055	0.309096	0.494780
0.951075	0.080497	0.729864
1.246980	0.003663	0.841691
0.007231	1.044919	0.780557
0.856938	0.667402	0.502188
0.004822	0.011446	1.311830
0.006284	1.327055	0.328582
0.733291	0.861812	0.053590
1.240785	0.337066	0.062389
0.009026	0.172660	1.270924
0.892927	0.066465	1.016471
0.013884	1.047534	0.621702
1.203724	0.234246	0.189629
0.136178	1.300362	0.071948
0.994170	0.050522	0.585302
0.035507	0.018317	1.245779
0.627920	1.355261	0.002437
0.018732	1.157047	0.204154
1.426270	0.044225	0.003581
0.018693	0.011663	1.395050
0.404967	0.881270	0.731510
1.154772	0.023883	0.683760
0.427327	0.039673	1.055635
0.011335	0.388268	1.152141
0.186773	1.252149	0.045678
0.179437	0.207037	1.142574
0.111767	1.488942	0.025441
0.001834	0.982577	0.790704
0.000857	1.388092	0.674125
0.594367	0.469620	0.950096
1.028144	0.976713	0.002721
0.775506	1.142434	0.013522
1.018253	0.967291	0.007004
0.924248	0.720000	0.121284
0.021002	0.132549	1.195425
0.635103	1.054032	0.040716
0.576688	0.918224	0.526006
0.000022	1.460890	0.061534
0.843990	0.935155	0.028226
1.097534	0.332329	0.176543
0.309884	1.010309	0.426605
0.700842	0.119299	0.934206
0.003898	0.001319	1.566063
0.003273	1.614346	0.097590
0.015274	1.204116	0.166101
1.041190	0.021421	1.084188
1.254293	0.102299	0.052681
1.253187	0.244111	0.007140
0.015205	0.066891	1.211817
1.004103	0.564330	0.201332
1.446545	0.033596	0.099197
0.574222	1.057379	0.176706
0.000155	0.154852	1.379400
0.349311	1.092692	0.230222
0.329299	1.245297	0.014390
0.317528	0.035913	1.291837
0.314060	1.473780	0.002503
0.563497	1.110851	0.082616
0.000566	0.005747	1.426024
1.319958	0.023280	0.144470
1.377868	0.006828	0.4325730.003190	1.405527	0.512891
0.000968	0.000273	1.648024
0.012208	0.000129	1.510502
0.002244	0.004017	1.345418
1.111655	0.003069	0.623270
0.000245	0.010352	1.420155
0.797432	0.704534	0.225674
0.058351	0.849280	0.844078
0.053058	1.670495	0.020767
0.392798	1.283064	0.002694
0.001185	0.000498	1.671730
0.000443	0.000619	1.510745
0.006712	0.001506	1.349242
0.009533	0.000231	1.629128
1.519329	0.006585	0.004918
1.532940	0.000971	0.367288
0.593400	0.999401	0.002274
0.012354	1.404065	0.036692
0.850996	0.558770	0.551795
0.685313	0.934058	0.012857
0.003231	0.003646	1.571502
0.024389	1.256819	0.048703
0.206741	0.002398	1.124748
0.111211	0.663852	0.884987
1.301153	0.093845	0.000981
0.083754	1.123260	0.093711
0.023880	1.095581	0.480401
0.039118	1.372245	0.178490
0.945992	0.390713	0.509888
0.392903	0.942571	0.308240
0.049398	1.113704	0.526256
0.724234	0.858170	0.050644
0.659967	0.903593	0.098401
1.228521	0.002969	0.277940
1.100562	0.003385	0.474393
0.328292	0.515287	0.979063
0.053042	0.280178	1.109711
0.000991	1.117253	0.641679
0.609911	0.006496	0.858163
0.078580	0.961336	0.653576
0.839744	0.015183	0.780293
0.798336	0.920785	0.011903
0.011225	0.001657	1.156875
0.013327	0.000241	1.271259
0.953364	0.249808	0.492429
0.809636	0.165031	0.743141
0.757809	0.162840	0.775349
0.961969	0.580694	0.002107
0.703230	0.863807	0.021140
0.523658	1.308835	0.000509
1.098154	0.006352	0.143350
0.990055	0.457701	0.072064
0.648676	0.177953	0.858112
0.656582	0.759447	0.439528
0.709719	0.007373	0.785601
1.146472	0.006690	0.052125
0.643193	0.810008	0.484547
0.551408	0.002456	0.978639
1.160459	0.012696	0.032031
0.089357	0.019451	1.036241
1.239547	0.006282	0.024949
0.705139	0.072502	0.826328
1.018704	0.112032	0.331667
0.961307	0.040586	0.603831
1.156766	0.014430	0.003494
0.461719	0.498646	0.907836
1.136982	0.019126	0.016290
1.035282	0.005320	0.237547
0.559988	0.003314	0.918355
0.166325	0.982156	0.429015
0.176606	1.042864	0.014778
0.055168	1.208903	0.152437
1.082930	0.153055	0.076901
0.931137	0.627376	0.057489
0.137170	1.050432	0.048299
0.050568	0.036884	1.138030
1.044021	0.254304	0.041490
1.020854	0.343347	0.015132
1.346018	0.002287	0.012216
0.244722	0.817939	0.580381
0.572194	0.965267	0.106574
1.075029	0.105070	0.133835
0.794196	0.718863	0.048357
1.100252	0.105830	0.006974
0.661859	0.694271	0.439671
0.318343	0.005168	1.092785
0.772437	0.794081	0.013901
1.191628	0.011907	0.009663
1.262227	0.001662	0.041854
0.068499	1.175173	0.007664
0.831486	0.002370	0.888524
0.918259	0.637811	0.043719
1.026852	0.123896	0.446486
1.376336	0.031363	0.000623
0.000019	0.050056	1.216013
0.712144	0.736478	0.324645
0.021881	0.001439	1.208485
0.011847	0.568028	0.889257
1.167679	0.004209	0.052053
0.081834	0.017299	1.1004490.000538	1.165392	1.120639
1.190069	0.009315	1.004417
0.002287	0.000006	1.766325
0.653329	0.553865	0.760692
0.454561	0.254329	0.966414
1.045058	0.012919	0.758020
0.000136	0.000098	1.489092
1.101753	0.887000	0.000710
0.877840	0.016813	0.847940
0.000504	0.006726	1.480524
0.021250	0.826600	1.009509
0.238587	1.039469	0.253640
0.757479	0.769600	0.088059
0.042763	1.355597	0.000843
0.108033	1.150846	0.012743
0.056814	0.390069	1.146820
0.011301	0.920288	0.941941
0.000155	0.018878	1.646367
0.009253	1.454954	0.029097
0.902271	0.579682	0.506585
0.015157	1.357453	0.011289
0.007006	0.000923	1.237726
0.001136	1.269719	0.056296
0.142052	1.089550	0.378218
0.003720	1.200134	0.254305
0.010083	1.049527	0.405208
1.146116	0.140938	0.397599
1.216039	0.007655	0.631233
0.185326	0.541493	1.022379
0.214448	0.452368	0.999450
0.895786	0.335404	0.630795
1.157395	0.185741	0.008144
0.057855	0.646152	0.990776
1.061516	0.906789	0.003706
1.440724	0.091516	0.000804
0.002446	0.499052	1.238246
